	ORDO-ID	Concept	Mapped_Term	SNOMED_ID	SNOMED_Term	Score
758	926	Acatalasemia	Acatalasemia	267454002	Acatalasemia (disorder)	1000
759	247353	Generalized pustular psoriasis	Generalized pustular psoriasis	238612002	Generalized pustular psoriasis (disorder)	1000
760	1267	Botulism	Botulism	49248004	Botulism (disorder)	1000
761	91546	Lyme disease	Lyme disease	23502006	Lyme disease (disorder)	1000
762	100997	X-linked spastic paraplegia type 16	X-linked spastic paraplegia type 16	783697000	X-linked spastic paraplegia type 16 (disorder)	1000
763	370097	Oculocutaneous albinism type 6	Oculocutaneous albinism type 6	722058005	Oculocutaneous albinism type 6 (disorder)	1000
764	424970	Undifferentiated carcinoma of liver and intrahepatic biliary tract	Undifferentiated carcinoma of liver and intrahepatic biliary tract	770685009	Undifferentiated carcinoma of liver and intrahepatic biliary tract (disorder)	1000
765	79264	Juvenile neuronal ceroid lipofuscinosis	Juvenile neuronal ceroid lipofuscinosis	61663001	Juvenile neuronal ceroid lipofuscinosis (disorder)	1000
766	178461	X-linked myopathy with postural muscle atrophy	X-linked myopathy with postural muscle atrophy	773729007	X-linked myopathy with postural muscle atrophy (disorder)	1000
767	86920	Dermatopathia pigmentosa reticularis	Dermatopathia pigmentosa reticularis	239088003	Dermatopathia pigmentosa reticularis (disorder)	1000
768	60041	Congenital heart block	Congenital heart block	46619002	Congenital heart block (disorder)	1000
769	411593	Insulin autoimmune syndrome	Insulin autoimmune syndrome	408539000	Insulin autoimmune syndrome (disorder)	1000
770	251618	Subependymal giant cell astrocytoma	Subependymal giant cell astrocytoma	449799008	Subependymal giant cell astrocytoma (disorder)	1000
771	816	Sjögren-Larsson syndrome	Sjögren-Larsson syndrome	111303009	Sjögren-Larsson syndrome (disorder)	1000
772	166308	Benign infantile focal epilepsy with midline spikes and waves during sleep	Benign infantile focal epilepsy with midline spikes and waves during sleep	770622009	Benign infantile focal epilepsy with midline spikes and waves during sleep (disorder)	1000
773	98976	Congenital glaucoma	Congenital glaucoma	392371002	Congenital glaucoma (disorder)	1000
774	300547	Autosomal recessive infantile hypercalcemia	Autosomal recessive infantile hypercalcemia	771445001	Autosomal recessive infantile hypercalcemia (disorder)	1000
775	86897	Langerhans cell sarcoma	Langerhans cell sarcoma	724649000	Langerhans cell sarcoma (disorder)	1000
776	99880	Hyperparathyroidism-jaw tumor syndrome	Hyperparathyroidism-jaw tumor syndrome	702378002	Hyperparathyroidism-jaw tumor syndrome (disorder)	1000
777	300293	Transient infantile hypertriglyceridemia and hepatosteatosis	Transient infantile hypertriglyceridemia and hepatosteatosis	773649005	Transient infantile hypertriglyceridemia and hepatosteatosis (disorder)	1000
778	60025	Pulmonary alveolar microlithiasis	Pulmonary alveolar microlithiasis	87153008	Pulmonary alveolar microlithiasis (disorder)	1000
779	1766	Dysequilibrium syndrome	Dysequilibrium syndrome	230782004	Dysequilibrium syndrome (disorder)	1000
780	1572	Common variable immunodeficiency	Common variable immunodeficiency	191010004	Common variable immunodeficiency (disorder)	1000
781	98856	Charcot-Marie-Tooth disease type 2B1	Charcot-Marie-Tooth disease type 2B1	725048002	Charcot-Marie-Tooth disease type 2B1 (disorder)	1000
782	3095	Atypical Rett syndrome	Atypical Rett syndrome	718393002	Atypical Rett syndrome (disorder)	1000
783	540	Familial hemophagocytic lymphohistiocytosis	Familial hemophagocytic lymphohistiocytosis	33374000	Familial hemophagocytic lymphohistiocytosis (disorder)	1000
784	199247	Corticosteroid-binding globulin deficiency	Corticosteroid-binding globulin deficiency	773728004	Corticosteroid-binding globulin deficiency (disorder)	1000
785	79128	Lymphoid interstitial pneumonia	Lymphoid interstitial pneumonia	44274007	Lymphoid interstitial pneumonia (disorder)	1000
786	425120	STING-associated vasculopathy with onset in infancy	STING-associated vasculopathy with onset in infancy	711164003	STING-associated vasculopathy with onset in infancy (disorder)	1000
787	89937	Autosomal dominant hypophosphatemic rickets	Autosomal dominant hypophosphatemic rickets	237889002	Autosomal dominant hypophosphatemic rickets (disorder)	1000
788	231450	Acute pure sensory neuropathy	Acute pure sensory neuropathy	783244002	Acute pure sensory neuropathy (disorder)	1000
789	169139	Transient hypogammaglobulinemia of infancy	Transient hypogammaglobulinemia of infancy	88714009	Transient hypogammaglobulinemia of infancy (disorder)	1000
790	180	Choroideremia	Choroideremia	75241009	Choroideremia (disorder)	1000
791	139485	Autosomal recessive ataxia due to ubiquinone deficiency	Autosomal recessive ataxia due to ubiquinone deficiency	725394006	Autosomal recessive ataxia due to ubiquinone deficiency (disorder)	1000
792	254463	Lichen planus pigmentosus	Lichen planus pigmentosus	717061002	Lichen planus pigmentosus (disorder)	1000
793	206586	Neurolymphomatosis	Neurolymphomatosis	766752000	Neurolymphomatosis (disorder)	1000
794	97349	Postencephalitic parkinsonism	Postencephalitic parkinsonism	19972008	Postencephalitic parkinsonism (disorder)	1000
795	50942	Striate palmoplantar keratoderma	Striate palmoplantar keratoderma	764958008	Striate palmoplantar keratoderma (disorder)	1000
796	52427	Retinitis punctata albescens	Retinitis punctata albescens	715562001	Retinitis punctata albescens (disorder)	1000
797	178307	Reticulate acropigmentation of Kitamura	Reticulate acropigmentation of Kitamura	239133004	Reticulate acropigmentation of Kitamura (disorder)	1000
798	2289	Neuronal intranuclear inclusion disease	Neuronal intranuclear inclusion disease	715437003	Neuronal intranuclear inclusion disease (disorder)	1000
799	199348	Thiamine-responsive encephalopathy	Thiamine-responsive encephalopathy	723557004	Thiamine-responsive encephalopathy (disorder)	1000
800	1954	Congenital lethal erythroderma	Congenital lethal erythroderma	722391005	Congenital lethal erythroderma (disorder)	1000
801	220460	Attenuated familial adenomatous polyposis	Attenuated familial adenomatous polyposis	715866009	Attenuated familial adenomatous polyposis (disorder)	1000
802	2047	Flynn-Aird syndrome	Flynn-Aird syndrome	239056006	Flynn-Aird syndrome (disorder)	1000
803	2962	De Barsy syndrome	De Barsy syndrome	238826008	de Barsy syndrome (disorder)	1000
804	276429	Hypnic headache	Hypnic headache	122711000119109	Hypnic headache (disorder)	1000
805	90394	Discrete papular lichen myxedematosus	Discrete papular lichen myxedematosus	717258005	Discrete papular lichen myxedematosus (disorder)	1000
806	186	Primary biliary cholangitis	Primary biliary cholangitis	31712002	Primary biliary cholangitis (disorder)	1000
807	99930	Secondary pulmonary hemosiderosis	Secondary pulmonary hemosiderosis	716712004	Secondary pulmonary hemosiderosis (disorder)	1000
808	83468	Solitary bone cyst	Solitary bone cyst	203467005	Solitary bone cyst (disorder)	1000
809	1955	Spinocerebellar ataxia type 34	Spinocerebellar ataxia type 34	719255000	Spinocerebellar ataxia type 34 (disorder)	1000
810	209335	Autosomal dominant adult-onset proximal spinal muscular atrophy	Autosomal dominant adult-onset proximal spinal muscular atrophy	784391002	Autosomal dominant adult-onset proximal spinal muscular atrophy (disorder)	1000
811	93308	Multiple epiphyseal dysplasia type 1	Multiple epiphyseal dysplasia type 1	715673002	Multiple epiphyseal dysplasia type 1 (disorder)	1000
812	86855	Plasmacytoma	Plasmacytoma	302852008	Plasmacytoma (disorder)	1000
813	86829	Chronic neutrophilic leukemia	Chronic neutrophilic leukemia	188734009	Chronic neutrophilic leukemia (disorder)	1000
814	416	Primary hyperoxaluria	Primary hyperoxaluria	17901006	Primary hyperoxaluria (disorder)	1000
815	209932	Cone dystrophy with supernormal rod response	Cone dystrophy with supernormal rod response	719455002	Cone dystrophy with supernormal rod response (disorder)	1000
816	370002	Focal palmoplantar keratoderma with joint keratoses	Focal palmoplantar keratoderma with joint keratoses	778051008	Focal palmoplantar keratoderma with joint keratoses (disorder)	1000
817	98811	Paroxysmal exertion-induced dyskinesia	Paroxysmal exertion-induced dyskinesia	724072002	Paroxysmal exertion-induced dyskinesia (disorder)	1000
818	420259	Secondary pulmonary alveolar proteinosis	Secondary pulmonary alveolar proteinosis	707510005	Secondary pulmonary alveolar proteinosis (disorder)	1000
819	399808	Male infertility with teratozoospermia due to single gene mutation	Male infertility with teratozoospermia due to single gene mutation	764096006	Male infertility with teratozoospermia due to single gene mutation (disorder)	1000
820	703	Bullous pemphigoid	Bullous pemphigoid	77090002	Bullous pemphigoid (disorder)	1000
821	85195	Familial expansile osteolysis	Familial expansile osteolysis	254153009	Familial expansile osteolysis (disorder)	1000
822	263297	Glycogen storage disease with severe cardiomyopathy due to glycogenin deficiency	Glycogen storage disease with severe cardiomyopathy due to glycogenin deficiency	717821004	Glycogen storage disease with severe cardiomyopathy due to glycogenin deficiency (disorder)	1000
823	319251	Rift valley fever	Rift valley fever	7077006	Rift valley fever (disorder)	1000
824	399058	Alpha-B crystallin-related late-onset myopathy	Alpha-B crystallin-related late-onset myopathy	783770002	Alpha-B crystallin-related late-onset myopathy (disorder)	1000
825	204	Sporadic Creutzfeldt-Jakob disease	Sporadic Creutzfeldt-Jakob disease	713060000	Sporadic Creutzfeldt-Jakob disease (disorder)	1000
826	276198	Spinocerebellar ataxia type 36	Spinocerebellar ataxia type 36	711158005	Spinocerebellar ataxia type 36 (disorder)	1000
827	352675	X-linked Charcot-Marie-Tooth disease type 6	X-linked Charcot-Marie-Tooth disease type 6	763347000	X-linked Charcot-Marie-Tooth disease type 6 (disorder)	1000
828	99857	Secondary syringomyelia	Secondary syringomyelia	770683002	Secondary syringomyelia (disorder)	1000
829	75565	Tropical endomyocardial fibrosis	Tropical endomyocardial fibrosis	715626008	Tropical endomyocardial fibrosis (disorder)	1000
830	171622	Autosomal recessive spastic paraplegia type 32	Autosomal recessive spastic paraplegia type 32	726606003	Autosomal recessive spastic paraplegia type 32 (disorder)	1000
831	100989	Autosomal dominant spastic paraplegia type 8	Autosomal dominant spastic paraplegia type 8	785305006	Autosomal dominant spastic paraplegia type 8 (disorder)	1000
832	99907	House allergic alveolitis	House allergic alveolitis	725415009	House allergic alveolitis (disorder)	1000
833	399103	Distal nebulin myopathy	Distal nebulin myopathy	783148005	Distal nebulin myopathy (disorder)	1000
834	723	Pneumocystosis	Pneumocystosis	88860002	Pneumocystosis (disorder)	1000
835	71272	Sandifer syndrome	Sandifer syndrome	230314007	Sandifer syndrome (disorder)	1000
836	293964	Hypoinsulinemic hypoglycemia and body hemihypertrophy	Hypoinsulinemic hypoglycemia and body hemihypertrophy	773666007	Hypoinsulinemic hypoglycemia and body hemihypertrophy (disorder)	1000
837	210571	Dystonia 16	Dystonia 16	722435003	Dystonia 16 (disorder)	1000
838	101075	X-linked Charcot-Marie-Tooth disease type 1	X-linked Charcot-Marie-Tooth disease type 1	763455008	X-linked Charcot-Marie-Tooth disease type 1 (disorder)	1000
839	349	Fucosidosis	Fucosidosis	64716005	Fucosidosis (disorder)	1000
840	411712	Maternal riboflavin deficiency	Maternal riboflavin deficiency	773549000	Maternal riboflavin deficiency (disorder)	1000
841	370076	Fetal carbamazepine syndrome	Fetal carbamazepine syndrome	254249002	Fetal carbamazepine syndrome (disorder)	1000
842	231426	Pharyngeal-cervical-brachial variant of Guillain-Barré syndrome	Pharyngeal-cervical-brachial variant of Guillain-Barré syndrome	783010003	Pharyngeal-cervical-brachial variant of Guillain-Barré syndrome (disorder)	1000
843	636	Neurofibromatosis type 1	Neurofibromatosis type 1	92824003	Neurofibromatosis type 1 (disorder)	1000
844	231013	Congenital trigeminal anesthesia	Congenital trigeminal anesthesia	763218005	Congenital trigeminal anesthesia (disorder)	1000
845	220443	Bleeding diathesis due to thromboxane synthesis deficiency	Bleeding diathesis due to thromboxane synthesis deficiency	783194008	Bleeding diathesis due to thromboxane synthesis deficiency (disorder)	1000
846	729	Polycythemia vera	Polycythemia vera	109992005	Polycythemia vera (disorder)	1000
847	83313	Boutonneuse fever	Boutonneuse fever	186774005	Boutonneuse fever (disorder)	1000
848	398117	Neonatal dermatomyositis	Neonatal dermatomyositis	774082004	Neonatal dermatomyositis (disorder)	1000
849	2203	Hyperlysinemia	Hyperlysinemia	58558003	Hyperlysinemia (disorder)	1000
850	34527	Familial primary hypomagnesemia with normocalciuria and normocalcemia	Familial primary hypomagnesemia with normocalciuria and normocalcemia	725031005	Familial primary hypomagnesemia with normocalciuria and normocalcemia (disorder)	1000
851	93360	Spondyloepimetaphyseal dysplasia with multiple dislocations	Spondyloepimetaphyseal dysplasia with multiple dislocations	766820007	Spondyloepimetaphyseal dysplasia with multiple dislocations (disorder)	1000
852	209967	Episodic ataxia type 6	Episodic ataxia type 6	718753002	Episodic ataxia type 6 (disorder)	1000
853	3197	Hereditary hyperekplexia	Hereditary hyperekplexia	724351008	Hereditary hyperekplexia (disorder)	1000
854	314566	Primary progressive apraxia of speech	Primary progressive apraxia of speech	723124007	Primary progressive apraxia of speech (disorder)	1000
855	65285	Lhermitte-Duclos disease	Lhermitte-Duclos disease	67944007	Lhermitte-Duclos disease (disorder)	1000
856	247257	Inhalational anthrax	Inhalational anthrax	11389007	Inhalational anthrax (disorder)	1000
857	141333	Biemond syndrome type 2	Biemond syndrome type 2	717887003	Biemond syndrome type 2 (disorder)	1000
858	97283	Somatostatinoma	Somatostatinoma	253006001	Somatostatinoma (disorder)	1000
859	86871	T-cell prolymphocytic leukemia	T-cell prolymphocytic leukemia	277567002	T-cell prolymphocytic leukemia (disorder)	1000
860	158003	Xanthoma disseminatum	Xanthoma disseminatum	399970005	Xanthoma disseminatum (disorder)	1000
861	234	Dubin-Johnson syndrome	Dubin-Johnson syndrome	44553005	Dubin-Johnson syndrome (disorder)	1000
862	3222	Phosphoribosylpyrophosphate synthetase superactivity	Phosphoribosylpyrophosphate synthetase superactivity	723454008	Phosphoribosylpyrophosphate synthetase superactivity (disorder)	1000
863	464343	Catastrophic antiphospholipid syndrome	Catastrophic antiphospholipid syndrome	609329007	Catastrophic antiphospholipid syndrome (disorder)	1000
864	98771	Spinocerebellar ataxia type 18	Spinocerebellar ataxia type 18	719250005	Spinocerebellar ataxia type 18 (disorder)	1000
865	260305	Autosomal recessive sideroblastic anemia	Autosomal recessive sideroblastic anemia	717050005	Autosomal recessive sideroblastic anemia (disorder)	1000
866	79102	Thyrotoxic periodic paralysis	Thyrotoxic periodic paralysis	30967002	Thyrotoxic periodic paralysis (disorder)	1000
867	454745	Kuru	Kuru	86188000	Kuru (disorder)	1000
868	1661	X-linked corneal dermoid	X-linked corneal dermoid	715426004	X-linked corneal dermoid (disorder)	1000
869	276183	Spinocerebellar ataxia type 32	Spinocerebellar ataxia type 32	719254001	Spinocerebellar ataxia type 32 (disorder)	1000
870	199323	Endophthalmitis	Endophthalmitis	1847009	Endophthalmitis (disorder)	1000
871	83452	Complex regional pain syndrome	Complex regional pain syndrome	128200000	Complex regional pain syndrome (disorder)	1000
872	405	Familial hypocalciuric hypercalcemia	Familial hypocalciuric hypercalcemia	237885008	Familial hypocalciuric hypercalcemia (disorder)	1000
873	363400	Severe neurodegenerative syndrome with lipodystrophy	Severe neurodegenerative syndrome with lipodystrophy	773555005	Severe neurodegenerative syndrome with lipodystrophy (disorder)	1000
874	781	Q fever	Q fever	186788009	Q fever (disorder)	1000
875	1509	Coxopodopatellar syndrome	Coxopodopatellar syndrome	720752007	Coxopodopatellar syndrome (disorder)	1000
876	2148	Lissencephaly type 1 due to doublecortin gene mutation	Lissencephaly type 1 due to doublecortin gene mutation	715780008	Lissencephaly type 1 due to doublecortin gene mutation (disorder)	1000
877	95232	Lissencephaly due to LIS1 mutation	Lissencephaly due to LIS1 mutation	770560008	Lissencephaly due to LIS1 mutation (disorder)	1000
878	397968	Charcot-Marie-Tooth disease type 2R	Charcot-Marie-Tooth disease type 2R	774147002	Charcot-Marie-Tooth disease type 2R (disorder)	1000
879	88633	Superior limbic keratoconjunctivitis	Superior limbic keratoconjunctivitis	231903005	Superior limbic keratoconjunctivitis (disorder)	1000
880	98956	Epithelial basement membrane dystrophy	Epithelial basement membrane dystrophy	373426005	Epithelial basement membrane dystrophy (disorder)	1000
881	2929	Juvenile polyposis syndrome	Juvenile polyposis syndrome	9273005	Juvenile polyposis syndrome (disorder)	1000
882	401795	Autosomal recessive spastic paraplegia type 59	Autosomal recessive spastic paraplegia type 59	773425000	Autosomal recessive spastic paraplegia type 59 (disorder)	1000
883	33408	Bullous lichen planus	Bullous lichen planus	6111009	Bullous lichen planus (disorder)	1000
884	320401	Autosomal recessive spastic paraplegia type 44	Autosomal recessive spastic paraplegia type 44	723821002	Autosomal recessive spastic paraplegia type 44 (disorder)	1000
885	254411	Annular atrophic lichen planus	Annular atrophic lichen planus	720493003	Annular atrophic lichen planus (disorder)	1000
886	168960	Refractory anemia with excess blasts in transformation	Refractory anemia with excess blasts in transformation	110000005	Refractory anemia with excess blasts in transformation (disorder)	1000
887	45452	Idiopathic neonatal atrial flutter	Idiopathic neonatal atrial flutter	715560009	Idiopathic neonatal atrial flutter (disorder)	1000
888	167	Chédiak-Higashi syndrome	Chédiak-Higashi syndrome	111396008	Chédiak-Higashi syndrome (disorder)	1000
889	363705	Craniofaciofrontodigital syndrome	Craniofaciofrontodigital syndrome	763320005	Craniofaciofrontodigital syndrome (disorder)	1000
890	2746	Opsismodysplasia	Opsismodysplasia	254068007	Opsismodysplasia (disorder)	1000
891	238755	Autosomal dominant limb-girdle muscular dystrophy type 1H	Autosomal dominant limb-girdle muscular dystrophy type 1H	771334000	Autosomal dominant limb-girdle muscular dystrophy type 1H (disorder)	1000
892	319303	Chromophobe renal cell carcinoma	Chromophobe renal cell carcinoma	733471003	Chromophobe renal cell carcinoma (disorder)	1000
893	3385	African trypanosomiasis	African trypanosomiasis	27031003	African trypanosomiasis (disorder)	1000
894	79414	Woolly hair nevus	Woolly hair nevus	239124001	Woolly hair nevus (disorder)	1000
895	352723	Attenuated Chédiak-Higashi syndrome	Attenuated Chédiak-Higashi syndrome	720520009	Attenuated Chédiak-Higashi syndrome (disorder)	1000
896	220465	Laron syndrome with immunodeficiency	Laron syndrome with immunodeficiency	724179008	Laron syndrome with immunodeficiency (disorder)	1000
897	330061	Actinic prurigo	Actinic prurigo	201015007	Actinic prurigo (disorder)	1000
898	401920	Fibrolamellar hepatocellular carcinoma	Fibrolamellar hepatocellular carcinoma	253018005	Fibrolamellar hepatocellular carcinoma (disorder)	1000
899	90039	Hemoglobin D disease	Hemoglobin D disease	66729008	Hemoglobin D disease (disorder)	1000
900	54595	Craniopharyngioma	Craniopharyngioma	189179009	Craniopharyngioma (disorder)	1000
901	2884	Piebaldism	Piebaldism	718122005	Piebaldism (disorder)	1000
902	1223	Balantidiasis	Balantidiasis	57725006	Balantidiasis (disorder)	1000
903	93672	Juvenile dermatomyositis	Juvenile dermatomyositis	201446001	Juvenile dermatomyositis (disorder)	1000
904	64734	Iridocorneal endothelial syndrome	Iridocorneal endothelial syndrome	129623003	Iridocorneal endothelial syndrome (disorder)	1000
905	98973	Posterior polymorphous corneal dystrophy	Posterior polymorphous corneal dystrophy	29504002	Posterior polymorphous corneal dystrophy (disorder)	1000
906	98764	Spinocerebellar ataxia type 27	Spinocerebellar ataxia type 27	719252002	Spinocerebellar ataxia type 27 (disorder)	1000
907	420556	Visual snow syndrome	Visual snow syndrome	771237009	Visual snow syndrome (disorder)	1000
908	470	Lysinuric protein intolerance	Lysinuric protein intolerance	367410007	Lysinuric protein intolerance (disorder)	1000
909	158025	Hereditary progressive mucinous histiocytosis	Hereditary progressive mucinous histiocytosis	771300001	Hereditary progressive mucinous histiocytosis (disorder)	1000
910	457095	Actinomycosis	Actinomycosis	50508009	Actinomycosis (disorder)	1000
911	3343	Toxocariasis	Toxocariasis	38995001	Toxocariasis (disorder)	1000
912	99948	Charcot-Marie-Tooth disease type 4A	Charcot-Marie-Tooth disease type 4A	715796006	Charcot-Marie-Tooth disease type 4A (disorder)	1000
913	1040	Metaphyseal anadysplasia	Metaphyseal anadysplasia	254085009	Metaphyseal anadysplasia (disorder)	1000
914	99014	X-linked Charcot-Marie-Tooth disease type 5	X-linked Charcot-Marie-Tooth disease type 5	763460007	X-linked Charcot-Marie-Tooth disease type 5 (disorder)	1000
915	251287	Benign concentric annular macular dystrophy	Benign concentric annular macular dystrophy	719520001	Benign concentric annular macular dystrophy (disorder)	1000
916	251347	Ataxia-telangiectasia-like disorder	Ataxia-telangiectasia-like disorder	700058006	Ataxia-telangiectasia-like disorder (disorder)	1000
917	98897	Oculopharyngodistal myopathy	Oculopharyngodistal myopathy	763829004	Oculopharyngodistal myopathy (disorder)	1000
918	263425	Nevus of Ota	Nevus of Ota	254212008	Nevus of Ota (disorder)	1000
919	319504	Combined oxidative phosphorylation defect type 8	Combined oxidative phosphorylation defect type 8	733600007	Combined oxidative phosphorylation defect type 8 (disorder)	1000
920	86896	Histiocytic sarcoma	Histiocytic sarcoma	109988003	Histiocytic sarcoma (disorder)	1000
921	168577	Hereditary cryohydrocytosis with reduced stomatin	Hereditary cryohydrocytosis with reduced stomatin	782911008	Hereditary cryohydrocytosis with reduced stomatin (disorder)	1000
922	67048	3-methylglutaconic aciduria type 4	3-methylglutaconic aciduria type 4	297233004	3-Methylglutaconic aciduria type 4 (disorder)	1000
923	229717	Isolated agammaglobulinemia	Isolated agammaglobulinemia	764858009	Isolated agammaglobulinemia (disorder)	1000
924	251304	Infantile onset panniculitis with uveitis and systemic granulomatosis	Infantile onset panniculitis with uveitis and systemic granulomatosis	773328002	Infantile onset panniculitis with uveitis and systemic granulomatosis (disorder)	1000
925	36237	Bullous impetigo	Bullous impetigo	200703007	Bullous impetigo (disorder)	1000
926	65683	Isolated focal cortical dysplasia	Isolated focal cortical dysplasia	766710005	Isolated focal cortical dysplasia (disorder)	1000
927	100996	Autosomal recessive spastic paraplegia type 15	Autosomal recessive spastic paraplegia type 15	764686003	Autosomal recessive spastic paraplegia type 15 (disorder)	1000
928	294	Fetal cytomegalovirus syndrome	Fetal cytomegalovirus syndrome	276701009	Fetal cytomegalovirus syndrome (disorder)	1000
929	293208	Celiac artery compression syndrome	Celiac artery compression syndrome	9250002	Celiac artery compression syndrome (disorder)	1000
930	99955	Charcot-Marie-Tooth disease type 4B1	Charcot-Marie-Tooth disease type 4B1	715803003	Charcot-Marie-Tooth disease type 4B1 (disorder)	1000
931	228293	Pseudoxanthoma elasticum-like papillary dermal elastolysis	Pseudoxanthoma elasticum-like papillary dermal elastolysis	764105002	Pseudoxanthoma elasticum-like papillary dermal elastolysis (disorder)	1000
932	732	Polymyositis	Polymyositis	31384009	Polymyositis (disorder)	1000
933	906	Wiskott-Aldrich syndrome	Wiskott-Aldrich syndrome	36070007	Wiskott-Aldrich syndrome (disorder)	1000
934	85458	Hereditary cerebral hemorrhage with amyloidosis	Hereditary cerebral hemorrhage with amyloidosis	724357007	Hereditary cerebral hemorrhage with amyloidosis (disorder)	1000
935	93359	Spondyloepimetaphyseal dysplasia with joint laxity	Spondyloepimetaphyseal dysplasia with joint laxity	254100000	Spondyloepimetaphyseal dysplasia with joint laxity (disorder)	1000
936	2073	Narcolepsy type 1	Narcolepsy type 1	735676003	Narcolepsy type 1 (disorder)	1000
937	302	Epidermodysplasia verruciformis	Epidermodysplasia verruciformis	19138001	Epidermodysplasia verruciformis (disorder)	1000
938	247604	Juvenile primary lateral sclerosis	Juvenile primary lateral sclerosis	717964007	Juvenile primary lateral sclerosis (disorder)	1000
939	3115	Roussy-Lévy syndrome	Roussy-Lévy syndrome	45853006	Roussy-Lévy syndrome (disorder)	1000
940	526	Liddle syndrome	Liddle syndrome	707749005	Liddle syndrome (disorder)	1000
941	247585	Citrullinemia type II	Citrullinemia type II	716863007	Citrullinemia type II (disorder)	1000
942	64743	Hepatoportal sclerosis	Hepatoportal sclerosis	718096004	Hepatoportal sclerosis (disorder)	1000
943	217055	Autosomal recessive intermediate Charcot-Marie-Tooth disease type A	Autosomal recessive intermediate Charcot-Marie-Tooth disease type A	773308001	Autosomal recessive intermediate Charcot-Marie-Tooth disease type A (disorder)	1000
944	85292	X-linked spinocerebellar ataxia type 4	X-linked spinocerebellar ataxia type 4	719818007	X-linked spinocerebellar ataxia type 4 (disorder)	1000
945	99824	Lassa fever	Lassa fever	19065005	Lassa fever (disorder)	1000
946	247718	Inflammatory myopathy with abundant macrophages	Inflammatory myopathy with abundant macrophages	766706007	Inflammatory myopathy with abundant macrophages (disorder)	1000
947	443173	Postpartum psychosis	Postpartum psychosis	18260003	Postpartum psychosis (disorder)	1000
948	319234	Venezuelan hemorrhagic fever	Venezuelan hemorrhagic fever	359673001	Venezuelan hemorrhagic fever (disorder)	1000
949	391411	Atypical juvenile parkinsonism	Atypical juvenile parkinsonism	725146001	Atypical juvenile parkinsonism (disorder)	1000
950	48377	Subcorneal pustular dermatosis	Subcorneal pustular dermatosis	25147002	Subcorneal pustular dermatosis (disorder)	1000
951	157791	Epithelioid hemangioendothelioma	Epithelioid hemangioendothelioma	403981003	Epithelioid hemangioendothelioma (disorder)	1000
952	30	Hereditary orotic aciduria	Hereditary orotic aciduria	16242007	Hereditary orotic aciduria (disorder)	1000
953	90393	Nodular lichen myxedematosus	Nodular lichen myxedematosus	717257000	Nodular lichen myxedematosus (disorder)	1000
954	101096	Aregenerative anemia	Aregenerative anemia	89112009	Aregenerative anemia (disorder)	1000
955	103919	Autoimmune pancreatitis	Autoimmune pancreatitis	448542008	Autoimmune pancreatitis (disorder)	1000
956	137817	Arachnoiditis	Arachnoiditis	8217007	Arachnoiditis (disorder)	1000
957	1803	Thoracomelic dysplasia	Thoracomelic dysplasia	783003009	Thoracomelic dysplasia (disorder)	1000
958	55655	Pneumococcal meningitis	Pneumococcal meningitis	51169003	Pneumococcal meningitis (disorder)	1000
959	683	Progressive supranuclear palsy	Progressive supranuclear palsy	192976002	Progressive supranuclear palsy (disorder)	1000
960	90000	Erythema elevatum diutinum	Erythema elevatum diutinum	58872001	Erythema elevatum diutinum (disorder)	1000
961	512017	Chronic lymphoproliferative disorder of natural killer cells	Chronic lymphoproliferative disorder of natural killer cells	722955006	Chronic lymphoproliferative disorder of natural killer cells (disorder)	1000
962	799	Schizencephaly	Schizencephaly	253159001	Schizencephaly (disorder)	1000
963	2903	Familial spontaneous pneumothorax	Familial spontaneous pneumothorax	715219001	Familial spontaneous pneumothorax (disorder)	1000
964	720	Pili bifurcati	Pili bifurcati	717360009	Pili bifurcati (disorder)	1000
965	417	Neonatal severe primary hyperparathyroidism	Neonatal severe primary hyperparathyroidism	715218009	Neonatal severe primary hyperparathyroidism (disorder)	1000
966	209951	Autosomal recessive spastic paraplegia type 18	Autosomal recessive spastic paraplegia type 18	732932004	Autosomal recessive spastic paraplegia type 18 (disorder)	1000
967	357220	Primary essential cutis verticis gyrata	Primary essential cutis verticis gyrata	765135003	Primary essential cutis verticis gyrata (disorder)	1000
968	73274	Acquired hemophilia	Acquired hemophilia	785308008	Acquired hemophilia (disorder)	1000
969	83595	Colorado tick fever	Colorado tick fever	6452009	Colorado tick fever (disorder)	1000
970	536	Systemic lupus erythematosus	Systemic lupus erythematosus	55464009	Systemic lupus erythematosus (disorder)	1000
971	2137	Autoimmune hepatitis	Autoimmune hepatitis	408335007	Autoimmune hepatitis (disorder)	1000
972	158008	Papular xanthoma	Papular xanthoma	765221009	Papular xanthoma (disorder)	1000
973	99749	Kostmann syndrome	Kostmann syndrome	770942003	Kostmann syndrome (disorder)	1000
974	32	Glutathione synthetase deficiency	Glutathione synthetase deficiency	234589002	Glutathione synthetase deficiency (disorder)	1000
975	210141	Inherited congenital spastic tetraplegia	Inherited congenital spastic tetraplegia	782887003	Inherited congenital spastic tetraplegia (disorder)	1000
976	139417	Acute transverse myelitis	Acute transverse myelitis	47000000	Acute transverse myelitis (disorder)	1000
977	401948	Hyperammonemic encephalopathy due to carbonic anhydrase VA deficiency	Hyperammonemic encephalopathy due to carbonic anhydrase VA deficiency	764456001	Hyperammonemic encephalopathy due to carbonic anhydrase VA deficiency (disorder)	1000
