	ORDO-ID	Concept	Mapped_Term	SNOMED_ID	SNOMED_Term	Score
458	86845	Acute myeloid leukaemia with myelodysplasia-related features	Acute myeloid leukaemia with myelodysplasia-related features	445448008	Acute myeloid leukaemia with multilineage dysplasia	1000
459	2593	Tubular aggregate myopathy	Tubular aggregate myopathy	240087000	Myopathy with tubular aggregates	1000
460	45358	Congenital fibrosis of extraocular muscles	Congenital fibrosis of extraocular muscles	400946004	Congenital fibrosis of extraocular muscles	1000
461	772	Infantile Refsum disease	Infantile Refsum disease	238062008	Infantile Refsum disease	1000
462	38	Acrokeratoelastoidosis of Costa	Acrokeratoelastoidosis of Costa	111029001	Acrokerato-elastoidosis	1000
463	98873	Congenital dyserythropoietic anemia type II	Congenital dyserythropoietic anemia type II	68870007	Congenital dyserythropoietic anaemia, type II	1000
464	331	Congenital factor XIII deficiency	Congenital factor XIII deficiency	50189006	Hereditary factor XIII deficiency disease	1000
465	213531	Metaplastic carcinoma of the breast	Metaplastic carcinoma of the breast	763479005	Metaplastic carcinoma of breast	1000
466	99812	LIG4 syndrome	LIG4 syndrome	724177005	DNA (deoxyribonucleic acid) ligase IV deficiency	1000
467	873	Desmoid tumor	Desmoid tumor	725049005	Aggressive fibromatosis	1000
468	78	Ankylostomiasis	Ankylostomiasis	63479002	Ancylostomiasis	1000
469	731	Autosomal recessive polycystic kidney disease	Autosomal recessive polycystic kidney disease	28770003	ARPKD - Autosomal recessive polycystic kidney disease	1000
470	3068	Intellectual disability-myopathy-short stature-endocrine defect syndrome	Intellectual disability-myopathy-short stature-endocrine defect syndrome	764959000	Chudley Rozdilsky syndrome	1000
471	558	Marfan syndrome	Marfan syndrome	19346006	Marfan syndrome	1000
472	329308	Fatty acid hydroxylase-associated neurodegeneration	Fatty acid hydroxylase-associated neurodegeneration	702419001	Dysmyelinating leukodystrophy and spastic paraparesis	1000
473	117	Behçet disease	Behçet disease	310701003	Adamantiades-Behcet disease	1000
474	90033	Autoimmune hemolytic anemia, warm type	Autoimmune hemolytic anemia, warm type	3978000	AIHA - Warm autoimmune haemolytic anaemia	1000
475	95428	COG8-CDG	COG8-CDG	717774004	COG8 (component of oligomeric golgi complex 8) congenital disorder of glycosylation	1000
476	644	NARP syndrome	NARP syndrome	237984008	NARP - Neurogenic muscle weakness, ataxia and retinitis pigmentosa	1000
477	104075	Adenocarcinoma of the small instestine	Adenocarcinoma of the small instestine	424440001	Adenocarcinoma of small intestine	1000
478	98849	Systemic mastocytosis with an associated clonal hematologic non-mast cell lineage disease	Systemic mastocytosis with an associated clonal hematologic non-mast cell lineage disease	397357000	Systemic mastocytosis with AHNMD	1000
479	178	Chordoma	Chordoma	50007008	Chordoma	1000
480	79456	Diffuse cutaneous mastocytosis	Diffuse cutaneous mastocytosis	703826004	Diffuse cutaneous mastocytosis	1000
481	402823	Hepatitis delta	Hepatitis delta	707341005	Hepatitis D	1000
482	329	Congenital factor XI deficiency	Congenital factor XI deficiency	49762007	Congenital factor XI deficiency disease	1000
483	1145	Infantile-onset X-linked spinal muscular atrophy	Infantile-onset X-linked spinal muscular atrophy	719836007	Spinal muscular atrophy with arthrogryposis	1000
484	3010	Qazi-Markouizos syndrome	Qazi-Markouizos syndrome	721887007	Dysharmonic skeletal maturation and muscular fiber disproportion syndrome	1000
485	23	Argininosuccinic aciduria	Argininosuccinic aciduria	41013004	ASAL deficiency	1000
486	408	Isolated glycerol kinase deficiency	Isolated glycerol kinase deficiency	297256008	Glycerol kinase deficiency - isolated	1000
487	45	Adenosine monophosphate deaminase deficiency	Adenosine monophosphate deaminase deficiency	124525004	Deficiency of AMP aminase	1000
488	664	Ornithine transcarbamylase deficiency	Ornithine transcarbamylase deficiency	80908008	Deficiency of citrulline phosphorylase	1000
489	1345	Cardiomyopathy-cataract-hip spine disease syndrome	Cardiomyopathy-cataract-hip spine disease syndrome	720609003	Cardiomyopathy with cataract and hip spine disease syndrome	1000
490	343	Hyperimmunoglobulinemia D with periodic fever	Hyperimmunoglobulinemia D with periodic fever	234538002	Hyperimmunoglobulin D with periodic fever	1000
491	517	Acute myelomonocytic leukemia	Acute myelomonocytic leukemia	110005000	AMML - Acute myelomonocytic leukaemia	1000
492	281201	Keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome	Keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome	763775000	KLICK syndrome	1000
493	73229	HANAC syndrome	HANAC syndrome	702428000	Autosomal dominant familial haematuria, retinal arteriolar tortuosity, contractures	1000
494	83642	Microcytic anemia with liver iron overload	Microcytic anemia with liver iron overload	711161006	Hypochromic microcytic anaemia with iron overload	1000
495	180247	Vaginal carcinoma	Vaginal carcinoma	254893005	Carcinoma of vagina	1000
496	848	Beta-thalassemia	Beta-thalassemia	65959000	Beta thalassaemia	1000
497	79329	MGAT2-CDG	MGAT2-CDG	277894008	CDG - Carbohydrate-deficient glycoprotein syndrome type II	1000
498	166016	Multiple epiphyseal dysplasia, Lowry type	Multiple epiphyseal dysplasia, Lowry type	768935003	Multiple epiphyseal dysplasia Lowry type	1000
499	842	Testicular seminomatous germ cell tumor	Testicular seminomatous germ cell tumor	443675005	Seminoma	1000
500	137678	Czech dysplasia, metatarsal type	Czech dysplasia, metatarsal type	720826006	Czech dysplasia metatarsal type	1000
501	101028	Transaldolase deficiency	Transaldolase deficiency	124252008	Deficiency of dihydroxyacetonetransferase	1000
502	91412	Marcus-Gunn syndrome	Marcus-Gunn syndrome	5127009	Abnormal eyelid innervation syndrome	1000
503	469	Hereditary fructose intolerance	Hereditary fructose intolerance	20052008	ALDB - aldolase B deficiency	1000
504	175	Cartilage-hair hypoplasia	Cartilage-hair hypoplasia	7720002	Cartilage hair syndrome	1000
505	221139	Combined immunodeficiency with faciooculoskeletal anomalies	Combined immunodeficiency with faciooculoskeletal anomalies	770625006	Combined immunodeficiency with faciooculoskeletal anomalies syndrome	1000
506	3143	Autoimmune polyendocrinopathy type 2	Autoimmune polyendocrinopathy type 2	83728000	APS type 2	1000
507	97290	Familial papillary thyroid carcinoma with renal papillary neoplasia	Familial papillary thyroid carcinoma with renal papillary neoplasia	717734005	Papillary thyroid carcinoma with renal papillary neoplasia	1000
508	168816	Peritoneal cystic mesothelioma	Peritoneal cystic mesothelioma	86562005	Cystic mesothelioma	1000
509	927	Hyperammonemia due to N-acetylglutamate synthase deficiency	Hyperammonemia due to N-acetylglutamate synthase deficiency	57119000	AGA deficiency	1000
510	3386	American trypanosomiasis	American trypanosomiasis	77506005	American trypanosomiasis	1000
511	289326	Tropical spastic paraparesis	Tropical spastic paraparesis	714279000	HTLV-I-associated myelopathy	1000
512	263463	CHST3-related skeletal dysplasia	CHST3-related skeletal dysplasia	702400006	Autosomal recessive Larsen syndrome	1000
513	35708	Aromatic L-amino acid decarboxylase deficiency	Aromatic L-amino acid decarboxylase deficiency	237922009	Aromatic amino acid decarboxylase deficiency	1000
514	2379	Early-onset parkinsonism-intellectual disability syndrome	Early-onset parkinsonism-intellectual disability syndrome	716107009	Early onset parkinsonism and intellectual disability syndrome	1000
515	163927	Pustulosis palmaris et plantaris	Pustulosis palmaris et plantaris	27520001	Acropustulosis	1000
516	46486	Mucous membrane pemphigoid	Mucous membrane pemphigoid	34250006	Benign mucosal pemphigoid	1000
517	575	Muckle-Wells syndrome	Muckle-Wells syndrome	15123008	Amyloid nephropathy with deafness and urticaria	1000
518	318	Acute erythroid leukemia	Acute erythroid leukemia	14317002	AML M6	1000
519	2552	Microsporidiosis	Microsporidiosis	65883009	Infection by Microspora	1000
520	99916	Malignant Sertoli-Leydig cell tumor of the ovary	Malignant Sertoli-Leydig cell tumor of the ovary	62283005	Androblastoma	1000
521	653	Multiple endocrine neoplasia type 2	Multiple endocrine neoplasia type 2	721188000	MEN (multiple endocrine neoplasia) type 2A	1000
522	79320	ALG6-CDG	ALG6-CDG	709412006	Carbohydrate deficient glycoprotein syndrome type 1c	1000
523	2579	Muscular atrophy-ataxia-retinitis pigmentosa-diabetes mellitus syndrome	Muscular atrophy-ataxia-retinitis pigmentosa-diabetes mellitus syndrome	237611007	Muscular atrophy, ataxia, retinitis pigmentosa, and diabetes mellitus	1000
524	420611	Transient myeloproliferative syndrome	Transient myeloproliferative syndrome	450934005	Transient abnormal myelopoiesis	1000
525	34592	Immunodeficiency by defective expression of MHC class I	Immunodeficiency by defective expression of MHC class I	725136003	Bare lymphocyte syndrome type 1	1000
526	882	Tyrosinemia type 1	Tyrosinemia type 1	124536006	Deficiency of beta-diketonase	1000
527	231249	Hemoglobin E-beta-thalassemia syndrome	Hemoglobin E-beta-thalassemia syndrome	234392002	Double heterozygous for Hb E and beta thalassaemia	1000
528	274	Bernard-Soulier syndrome	Bernard-Soulier syndrome	54569005	Bernard Soulier syndrome	1000
529	391665	Homozygous familial hypercholesterolemia	Homozygous familial hypercholesterolemia	238078005	Familial homozygous hypercholesterolaemia	1000
530	252054	Hemangioblastoma	Hemangioblastoma	81201000	Angioblastoma	1000
531	85332	X-linked intellectual disability-retinitis pigmentosa syndrome	X-linked intellectual disability-retinitis pigmentosa syndrome	719808002	Aldred syndrome	1000
532	69663	Low phospholipid-associated cholelithiasis	Low phospholipid-associated cholelithiasis	715577009	Cholelithiasis with ABCB4 gene mutation	1000
533	238624	Idiopathic intracranial hypertension	Idiopathic intracranial hypertension	68267002	BIH - Benign intracranial hypertension	1000
534	168486	Congenital neuronal ceroid lipofuscinosis	Congenital neuronal ceroid lipofuscinosis	42012007	Cerebromacular degeneration	1000
535	587	Muir-Torre syndrome	Muir-Torre syndrome	403824007	Muir-Torré syndrome	1000
536	199354	CARASIL	CARASIL	703219008	CARASIL syndrome	1000
537	166291	Dirofilariasis	Dirofilariasis	73328005	Dirofilariasis	1000
538	33069	Dravet syndrome	Dravet syndrome	230437002	Dravet Syndrome	1000
539	2841	Familial benign chronic pemphigus	Familial benign chronic pemphigus	79468000	Benign familial chronic pemphigus	1000
540	90117	Hereditary motor and sensory neuropathy, Okinawa type	Hereditary motor and sensory neuropathy, Okinawa type	715665006	Hereditary motor and sensory neuropathy Okinawa type	1000
541	404507	Chondromyxoid fibroma	Chondromyxoid fibroma	39553005	CMF - Chondromyxoid fibroma	1000
542	146	Differentiated thyroid carcinoma	Differentiated thyroid carcinoma	255029007	PTC - papillary thyroid carcinoma	1000
543	66630	Congenital pseudoarthrosis of the clavicle	Congenital pseudoarthrosis of the clavicle	70794004	Congenital pseudoarthrosis of clavicle	1000
544	101082	Charcot-Marie-Tooth disease type 1B	Charcot-Marie-Tooth disease type 1B	42986003	Charcot-Marie-Tooth disease, type IB	1000
545	289891	Hypermethioninemia due to glycine N-methyltransferase deficiency	Hypermethioninemia due to glycine N-methyltransferase deficiency	763720007	Glycine N-methyltransferase deficiency	1000
546	166415	Audiogenic seizures	Audiogenic seizures	765216006	Audiogenic epilepsy	1000
547	478	Kallmann syndrome	Kallmann syndrome	93559003	Anosmia eunuchoidism	1000
548	633	Laron syndrome	Laron syndrome	38196001	Laron dwarfism	1000
549	424002	Squamous cell carcinoma of the rectum	Squamous cell carcinoma of the rectum	766979005	Rectal squamous cell carcinoma	1000
550	98757	Spinocerebellar ataxia type 3	Spinocerebellar ataxia type 3	91952008	Azorean disease	1000
551	33314	Jessner lymphocytic infiltration of the skin	Jessner lymphocytic infiltration of the skin	19719003	Benign lymphocytic infiltration of Jessner	1000
552	140927	Benign familial neonatal-infantile seizures	Benign familial neonatal-infantile seizures	230410004	BFNC - Benign familial neonatal convulsions	1000
553	312	Autosomal dominant epidermolytic ichthyosis	Autosomal dominant epidermolytic ichthyosis	254167000	BIE - Bullous ichthyosiform erythroderma	1000
554	168555	Spondylometaphyseal dysplasia, A4 type	Spondylometaphyseal dysplasia, A4 type	782912001	Spondylometaphyseal dysplasia A4 type	1000
555	793	SAPHO syndrome	SAPHO syndrome	60684003	SAPHO - Synovitis, acne, pustulosis palmaris, hyperostosis, osteomyelitis syndrome	1000
556	2590	Spinal muscular atrophy-progressive myoclonic epilepsy syndrome	Spinal muscular atrophy-progressive myoclonic epilepsy syndrome	703524005	Hereditary myoclonus with progressive distal muscular atrophy	1000
557	3196	Steroid dehydrogenase deficiency-dental anomalies syndrome	Steroid dehydrogenase deficiency-dental anomalies syndrome	723583009	Lyngstadaas syndrome	1000
558	166029	Multiple epiphyseal dysplasia, with severe proximal femoral dysplasia	Multiple epiphyseal dysplasia, with severe proximal femoral dysplasia	763893008	Multiple epiphyseal dysplasia with severe proximal femoral dysplasia	1000
559	251915	Papillary tumor of the pineal region	Papillary tumor of the pineal region	450899004	Papillary tumor of the pineal region	1000
560	1598	Monosomy 18p	Monosomy 18p	270890001	18p- syndrome	1000
561	71213	Retinal capillary malformation	Retinal capillary malformation	312937006	Cavernous haemangioma of retina	1000
562	3463	Wolfram syndrome	Wolfram syndrome	70694009	DIDMOAD - Diabetes insipidus, diabetes mellitus, optic atrophy and deafness	1000
563	871	Familial progressive cardiac conduction defect	Familial progressive cardiac conduction defect	283645003	Lenegre syndrome	1000
564	35687	Erdheim-Chester disease	Erdheim-Chester disease	699537002	Erdheim-Chester disease	1000
565	849	Glanzmann thrombasthenia	Glanzmann thrombasthenia	32942005	Glanzmann thromboasthenia	1000
566	97286	Carney-Stratakis syndrome	Carney-Stratakis syndrome	722377004	Carney Stratakis dyad	1000
567	93958	Oromandibular dystonia	Oromandibular dystonia	230328001	Isolated oromandibular dystonia	1000
568	79330	MOGS-CDG	MOGS-CDG	725028009	Carbohydrate deficient glycoprotein syndrome type IIb	1000
569	166032	Multiple epiphyseal dysplasia, with miniepiphyses	Multiple epiphyseal dysplasia, with miniepiphyses	766750008	Multiple epiphyseal dysplasia with miniepiphyses	1000
570	86309	DPAGT1-CDG	DPAGT1-CDG	725079003	Carbohydrate deficient glycoprotein syndrome type Ij	1000
571	163696	Action myoclonus-renal failure syndrome	Action myoclonus-renal failure syndrome	764453009	AMRF - action myoclonus renal failure	1000
572	319	Ewing sarcoma	Ewing sarcoma	76909002	Ewing sarcoma	1000
573	98975	Congenital hereditary endothelial dystrophy type I	Congenital hereditary endothelial dystrophy type I	417651000	CHED-congenital hereditary endothelial dystrophy	1000
574	1008	Alopecia-epilepsy-pyorrhea-intellectual disability syndrome	Alopecia-epilepsy-pyorrhea-intellectual disability syndrome	720980004	Alopecia, psychomotor epilepsy, periodontal pyorrhea, intellectual disability syndrome	1000
575	869	Triple A syndrome	Triple A syndrome	45414006	Achalasia-addisonian syndrome	1000
576	576	Mucolipidosis type II	Mucolipidosis type II	70199000	I-cell - Inclusion cell disease	1000
577	79127	Respiratory bronchiolitis-interstitial lung disease syndrome	Respiratory bronchiolitis-interstitial lung disease syndrome	129451001	Bronchiolitis with interstitial lung disease	1000
578	79153	Idiopathic trachyonychia	Idiopathic trachyonychia	238719003	Trachonychia	1000
579	50918	Kikuchi-Fujimoto disease	Kikuchi-Fujimoto disease	127217009	Histiocytic necrotising lymphadenitis	1000
580	251883	Medulloepithelioma of the central nervous system	Medulloepithelioma of the central nervous system	39005004	Diktyoma	1000
581	157954	ANE syndrome	ANE syndrome	770941005	ANE (alopecia, progressive neurological defect, endocrinopathy) syndrome	1000
582	61	Alpha-mannosidosis	Alpha-mannosidosis	65524005	Alpha-D-mannosidosis	1000
583	180237	Benign tumor of fallopian tubes	Benign tumor of fallopian tubes	92100009	Benign neoplasm of fallopian tube	1000
584	94090	Pseudohypoparathyroidism type 2	Pseudohypoparathyroidism type 2	42183005	Pseudohypoparathyroidism type II	1000
585	85165	Severe achondroplasia-developmental delay-acanthosis nigricans syndrome	Severe achondroplasia-developmental delay-acanthosis nigricans syndrome	699870002	SADDAN - Severe achondrolasia with developmental delay and acanthosis nigricans	1000
586	99906	Farmer's lung disease	Farmer's lung disease	18690003	Farmers lung	1000
587	221117	Gerstmann syndrome	Gerstmann syndrome	36785009	Aphasia-angular gyrus syndrome	1000
588	79404	Junctional epidermolysis bullosa, generalized severe	Junctional epidermolysis bullosa, generalized severe	79855003	Epidermolysis bullosa hereditaria letalis	1000
589	67042	Late-onset retinal degeneration	Late-onset retinal degeneration	719431007	Autosomal dominant late-onset retinal degeneration	1000
590	86854	Splenic marginal zone lymphoma	Splenic marginal zone lymphoma	116691000119101	Marginal zone lymphoma of spleen	1000
591	384	Huriez syndrome	Huriez syndrome	239076000	Huriez syndrome	1000
592	79078	IgG4-related dacryoadenitis and sialadenitis	IgG4-related dacryoadenitis and sialadenitis	7826003	Mikulicz disease	1000
593	98907	Neutral lipid storage disease with ichthyosis	Neutral lipid storage disease with ichthyosis	19604005	Chanarin-Dorfman disease	1000
594	3217	Deafness-small bowel diverticulosis-neuropathy syndrome	Deafness-small bowel diverticulosis-neuropathy syndrome	733071009	Deafness, small bowel diverticulosis, neuropathy syndrome	1000
595	324625	Chikungunya	Chikungunya	111864006	Chikungunya fever	1000
596	85197	Genochondromatosis type 1	Genochondromatosis type 1	389264005	Genochondromatosis	1000
597	2346	Angioosteohypertrophic syndrome	Angioosteohypertrophic syndrome	723991007	Angio-osteohypertrophic syndrome	1000
598	477	KID syndrome	KID syndrome	239059004	KIDS - Keratitis ichthyosis and deafness syndrome	1000
599	596	X-linked centronuclear myopathy	X-linked centronuclear myopathy	46804001	Severe x-linked myotubular myopathy	1000
600	889	Cutaneous small vessel vasculitis	Cutaneous small vessel vasculitis	60555002	Allergic vasculitis	1000
601	764	Pyomyositis	Pyomyositis	65110003	Pyomyositis	1000
602	327	Congenital factor VII deficiency	Congenital factor VII deficiency	37193007	Deficiency of stable factor	1000
603	1125	Ocular motor apraxia, Cogan type	Ocular motor apraxia, Cogan type	405809000	Oculomotor apraxia - Cogan type	1000
604	37	Acrodermatitis enteropathica	Acrodermatitis enteropathica	37702000	AE - Acrodermatitis enteropathica	1000
605	202	Crandall syndrome	Crandall syndrome	278098005	Crandall syndrome	1000
606	1062	Hereditary neurocutaneous malformation	Hereditary neurocutaneous malformation	403775003	Hereditary neurocutaneous angiomata	1000
607	180275	Paget disease of the nipple	Paget disease of the nipple	403946000	Paget disease of nipple	1000
608	321	Multiple osteochondromas	Multiple osteochondromas	254044004	Diaphyseal aclasia	1000
609	206569	Immune-mediated necrotizing myopathy	Immune-mediated necrotizing myopathy	715863001	Autoimmune necrotising myopathy	1000
610	414	Gyrate atrophy of choroid and retina	Gyrate atrophy of choroid and retina	314467007	Gyrate atrophy	1000
611	52530	Pseudo-von Willebrand disease	Pseudo-von Willebrand disease	270117002	Platelet type pseudo-von Willebrand disease	1000
612	2969	Proteus-like syndrome	Proteus-like syndrome	716862002	Cohen-Hayden syndrome	1000
613	487	Krabbe disease	Krabbe disease	189979005	Diffuse globoid body sclerosis	1000
614	168950	Myeloid/lymphoid neoplasm associated with PDGFRB rearrangement	Myeloid/lymphoid neoplasm associated with PDGFRB rearrangement	450941004	Myeloid neoplasm with PDGFRB rearrangement	1000
615	40923	Eales disease	Eales disease	54122009	Eales' disease	1000
616	263508	COG1-CDG	COG1-CDG	718750004	CDG2G - carbohydrate deficient glycoprotein syndrome type 2G	1000
617	168454	Spondyloepimetaphyseal dysplasia, Geneviève type	Spondyloepimetaphyseal dysplasia, Geneviève type	773303005	SEMDG - spondyloepimetaphyseal dysplasia Genevieve type	1000
618	642	Hereditary sensory and autonomic neuropathy type 4	Hereditary sensory and autonomic neuropathy type 4	62985007	Autosomal recessive hereditary sensory neuropathy	1000
619	43393	Lambert-Eaton myasthenic syndrome	Lambert-Eaton myasthenic syndrome	56989000	Eaton-Lambert syndrome	1000
620	565	Menkes disease	Menkes disease	59178007	Congenital hypocupraemia	1000
621	137639	Hypomyelinating leukodystrophy-ataxia-hypodontia-hypomyelination syndrome	Hypomyelinating leukodystrophy-ataxia-hypodontia-hypomyelination syndrome	721846006	4H syndrome	1000
622	306682	Manganese poisoning	Manganese poisoning	447288004	Manganese poisoning	1000
623	35173	X-linked dominant chondrodysplasia punctata	X-linked dominant chondrodysplasia punctata	66924005	Calcinosis universalis	1000
624	67041	Hyaluronidase deficiency	Hyaluronidase deficiency	124473006	Deficiency of hyaluronidase	1000
625	86873	Aggressive NK-cell leukemia	Aggressive NK-cell leukemia	277569004	LGLL - Large granular lymphocytic leukaemia	1000
626	3005	Pyle disease	Pyle disease	27837003	Pyle disease	1000
627	35704	L-Arginine:glycine amidinotransferase deficiency	L-Arginine:glycine amidinotransferase deficiency	702440000	Arginine:glycine amidinotransferase deficiency	1000
628	90790	Congenital lipoid adrenal hyperplasia due to STAR deficency	Congenital lipoid adrenal hyperplasia due to STAR deficency	44231009	20,22-Desmolase deficiency	1000
629	634	Netherton syndrome	Netherton syndrome	312514006	Axial osteosclerosis with bamboo hair	1000
630	307766	Curly hair-acral keratoderma-caries syndrome	Curly hair-acral keratoderma-caries syndrome	763686007	CHACS - curly hair, acral keratoderma, caries syndrome	1000
631	300	Bifunctional enzyme deficiency	Bifunctional enzyme deficiency	238068007	Bifunctional peroxisomal enzyme deficiency	1000
632	35121	Lysosomal acid phosphatase deficiency	Lysosomal acid phosphatase deficiency	57863006	Acid phosphatase deficiency	1000
633	330021	Mercury poisoning	Mercury poisoning	767299002	Hydrargyria	1000
634	140969	Saldino-Mainzer syndrome	Saldino-Mainzer syndrome	254092004	Conorenal syndrome	1000
635	805	Tuberous sclerosis complex	Tuberous sclerosis complex	7199000	Adenoma sebaceum syndrome	1000
636	2295	Familial articular hypermobility syndrome	Familial articular hypermobility syndrome	71322004	Ehlers-Danlos syndrome type XI	1000
637	753	46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency	46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency	57514000	3-Oxo-5 alpha-steroid delta 4-dehydrogenase deficiency	1000
638	1414	Cholestasis-lymphedema syndrome	Cholestasis-lymphedema syndrome	28724005	Aagenaes syndrome	1000
639	1899	Arthrochalasia Ehlers-Danlos syndrome	Arthrochalasia Ehlers-Danlos syndrome	55711009	Arthrochalasia multiplex congenita	1000
640	229	Familial aortic dissection	Familial aortic dissection	45894003	Erdheim's cystic medial necrosis	1000
641	319646	PGM1-CDG	PGM1-CDG	783717008	Congenital disorder of glycosylation type 1t	1000
642	88642	Channelopathy-associated congenital insensitivity to pain	Channelopathy-associated congenital insensitivity to pain	128206006	Congenital sensory neuropathy with selective loss of small myelinated fibers	1000
643	1856	Spondyloperipheral dysplasia-short ulna syndrome	Spondyloperipheral dysplasia-short ulna syndrome	702339001	Spondyloperipheral dysplasia	1000
644	231401	Alpha-thalassemia-myelodysplastic syndrome	Alpha-thalassemia-myelodysplastic syndrome	307343001	Acquired haemoglobin H disease	1000
645	779	Reynolds syndrome	Reynolds syndrome	715401008	Primary biliary cirrhosis co-occurrent with systemic scleroderma	1000
646	90042	Primary familial polycythemia	Primary familial polycythemia	17342003	Familial erythrocytosis	1000
647	773	Refsum disease	Refsum disease	25362006	HSMN IV	1000
648	1662	Restrictive dermopathy	Restrictive dermopathy	400128006	Infantile restrictive dermopathy	1000
649	2253	Foveal hypoplasia-presenile cataract syndrome	Foveal hypoplasia-presenile cataract syndrome	778042000	Foveal hypoplasia with presenile cataract syndrome	1000
650	307936	Hypotrichosis-osteolysis-periodontitis-palmoplantar keratoderma syndrome	Hypotrichosis-osteolysis-periodontitis-palmoplantar keratoderma syndrome	763658004	HOPP syndrome	1000
651	101150	Autosomal recessive dopa-responsive dystonia	Autosomal recessive dopa-responsive dystonia	715827001	Autosomal recessive Segawa syndrome	1000
652	251589	Anaplastic astrocytoma	Anaplastic astrocytoma	55353007	Anaplastic astrocytoma	1000
653	309854	Cirrhosis-dystonia-polycythemia-hypermanganesemia syndrome	Cirrhosis-dystonia-polycythemia-hypermanganesemia syndrome	702377007	HMDPC - hypermanganesemia with dystonia, polycythaemia and cirrhosis	1000
654	99807	PEHO-like syndrome	PEHO-like syndrome	770678005	PEHO-like syndrome	1000
655	399	Huntington disease	Huntington disease	58756001	Chronic progressive chorea	1000
656	99925	Invasive mole	Invasive mole	18799007	Chorioadenoma	1000
657	251957	Anaplastic ganglioglioma	Anaplastic ganglioglioma	128912009	Ganglioglioma, anaplastic	1000
658	54370	Primary membranoproliferative glomerulonephritis	Primary membranoproliferative glomerulonephritis	80321008	Lobular glomerulonephritis	1000
659	95455	Stevens-Johnson syndrome/toxic epidermal necrolysis spectrum	Stevens-Johnson syndrome/toxic epidermal necrolysis spectrum	768962006	Lyell syndrome	1000
660	58040	Osteoblastoma	Osteoblastoma	55333008	Giant osteoid osteoma	1000
661	199343	EAST syndrome	EAST syndrome	721207002	SESAME (seizures, sensorineural deafness, ataxia, mental retardation, electrolyte imbalance) syndrome	1000
662	124	Blackfan-Diamond anemia	Blackfan-Diamond anemia	88854002	Chronic constitutional pure red cell anaemia	1000
663	228165	Baló concentric sclerosis	Baló concentric sclerosis	230380005	Balo concentric sclerosis	1000
664	280628	Familial progressive hyper- and hypopigmentation	Familial progressive hyper- and hypopigmentation	715630006	Familial progressive hyperpigmentation	1000
665	139491	Hemochromatosis type 4	Hemochromatosis type 4	719975002	Autosomal dominant hereditary haemochromatosis	1000
666	65287	Beta-ureidopropionase deficiency	Beta-ureidopropionase deficiency	124511000	Deficiency of beta-ureidopropionase	1000
667	284417	Phosphoserine aminotransferase deficiency	Phosphoserine aminotransferase deficiency	718603002	Deficiency of phosphoserine aminotransferase	1000
668	26	Methylmalonic acidemia with homocystinuria	Methylmalonic acidemia with homocystinuria	74653006	CblC - Cobalamin locus C	1000
669	87503	Mal de Meleda	Mal de Meleda	239069005	Acroerythrokeratoderma	1000
670	330	Congenital factor XII deficiency	Congenital factor XII deficiency	46981006	Factor XII deficiency	1000
671	86908	Idiopathic hemiconvulsion-hemiplegia syndrome	Idiopathic hemiconvulsion-hemiplegia syndrome	230407006	H-H-E syndrome	1000
672	93352	Spondyloepimetaphyseal dysplasia, Shohat type	Spondyloepimetaphyseal dysplasia, Shohat type	719201004	Spondyloepimetaphyseal dysplasia Shohat type	1000
673	99868	Thymic carcinoma	Thymic carcinoma	444596001	Malignant thymoma	1000
674	98806	Primary dystonia, DYT6 type	Primary dystonia, DYT6 type	702448007	Dystonia 6	1000
675	98832	Acute myeloid leukemia with minimal differentiation	Acute myeloid leukemia with minimal differentiation	103689001	Acute granulocytic leukaemia, minimal differentiation	1000
676	2875	Phakomatosis pigmentovascularis	Phakomatosis pigmentovascularis	403545005	Phakomatosis pigmentovascularis	1000
677	166433	Reading seizures	Reading seizures	7689009	Reading epilepsy	1000
678	231	Dracunculiasis	Dracunculiasis	396334002	Dracontiasis	1000
679	73256	Central neurocytoma	Central neurocytoma	128858006	Central neurocytoma	1000
680	70568	Post-transplant lymphoproliferative disease	Post-transplant lymphoproliferative disease	254290004	Lymphoproliferative disorder following transplantation	1000
681	398058	Squamous cell carcinoma of the penis	Squamous cell carcinoma of the penis	403468003	Cancer of the penis, squamous cell	1000
682	440706	Ribose-5-P isomerase deficiency	Ribose-5-P isomerase deficiency	124667004	Deficiency of phosphopentosisomerase	1000
683	71273	Renal nutcracker syndrome	Renal nutcracker syndrome	717267005	Left renal vein (LRV) entrapment syndrome	1000
684	3287	Takayasu arteritis	Takayasu arteritis	359789008	Acquired aortoarteritis	1000
685	97335	Osgood-Schlatter disease	Osgood-Schlatter disease	72047008	Juvenile osteochondrosis of tibial tubercle	1000
686	663	Mitochondrial DNA-related progressive external ophthalmoplegia	Mitochondrial DNA-related progressive external ophthalmoplegia	46252003	CPEO - chronic progressive external ophthalmoplegia	1000
687	93932	FG syndrome type 1	FG syndrome type 1	49984004	FG syndrome	1000
688	97234	Glycogen storage disease due to phosphoglycerate mutase deficiency	Glycogen storage disease due to phosphoglycerate mutase deficiency	37666005	GSD X	1000
