	ORDO-ID	Concept	Mapped_Term	SNOMED_ID	SNOMED_Term	ORDO_ID
1461	254395	Actinic lichen planus	Actinic lichen planus	200999007	Actinic lichen planus (disorder)	
1462	98834	Acute myeloblastic leukemia with maturation	Acute myeloblastic leukemia with maturation	285768001	Acute myeloblastic leukemia with maturation (disorder)	
1463	247834	Occult macular dystrophy	Occult macular dystrophy	770667002	Occult macular dystrophy (disorder)	
1464	679	Malignant atrophic papulosis	Malignant atrophic papulosis	11131009	Malignant atrophic papulosis (disorder)	
1465	397695	3q27.3 microdeletion syndrome	3q27.3 microdeletion syndrome	770719004	3q27.3 microdeletion syndrome (disorder)	
1466	2032	Idiopathic pulmonary fibrosis	Idiopathic pulmonary fibrosis	700250006	Idiopathic pulmonary fibrosis (disorder)	
1467	1902	Ehrlichiosis	Ehrlichiosis	77361002	Ehrlichiosis (disorder)	
1468	238606	Primary orthostatic tremor	Primary orthostatic tremor	715902009	Primary orthostatic tremor (disorder)	
1469	780	Rhabdomyosarcoma	Rhabdomyosarcoma	302847003	Rhabdomyosarcoma (disorder)	
1470	529852	Combined hepatocellular carcinoma and cholangiocarcinoma	Combined hepatocellular carcinoma and cholangiocarcinoma	274902006	Combined hepatocellular carcinoma and cholangiocarcinoma (disorder)	
1471	228227	Late-onset focal dermal elastosis	Late-onset focal dermal elastosis	773698001	Late-onset focal dermal elastosis (disorder)	
1472	64686	Tolosa-Hunt syndrome	Tolosa-Hunt syndrome	95794005	Tolosa-Hunt syndrome (disorder)	
1473	758	Pseudoxanthoma elasticum	Pseudoxanthoma elasticum	252246005	Pseudoxanthoma elasticum (disorder)	
1474	398147	Persistent idiopathic facial pain	Persistent idiopathic facial pain	785723001	Persistent idiopathic facial pain (disorder)	
1475	53347	Brody myopathy	Brody myopathy	703530005	Brody myopathy (disorder)	
1476	3387	Isolated anterior cervical hypertrichosis	Isolated anterior cervical hypertrichosis	717963001	Isolated anterior cervical hypertrichosis (disorder)	
1477	139564	Hereditary sensory and autonomic neuropathy type 1B	Hereditary sensory and autonomic neuropathy type 1B	717825008	Hereditary sensory and autonomic neuropathy type 1B (disorder)	
1478	99936	Autosomal dominant Charcot-Marie-Tooth disease type 2B	Autosomal dominant Charcot-Marie-Tooth disease type 2B	717008005	Autosomal dominant Charcot-Marie-Tooth disease type 2B (disorder)	
1479	844	Lown-Ganong-Levine syndrome	Lown-Ganong-Levine syndrome	55475008	Lown-Ganong-Levine syndrome (disorder)	
1480	314399	Autosomal dominant aplasia and myelodysplasia	Autosomal dominant aplasia and myelodysplasia	778006008	Autosomal dominant aplasia and myelodysplasia (disorder)	
1481	71275	Rh deficiency syndrome	Rh deficiency syndrome	37272000	Rh deficiency syndrome (disorder)	
1482	217557	Pulmonary interstitial glycogenosis	Pulmonary interstitial glycogenosis	707551007	Pulmonary interstitial glycogenosis (disorder)	
1483	227972	Toxic oil syndrome	Toxic oil syndrome	239910001	Toxic oil syndrome (disorder)	
1484	2312	Transient familial neonatal hyperbilirubinemia	Transient familial neonatal hyperbilirubinemia	31482007	Transient familial neonatal hyperbilirubinemia (disorder)	
1485	250831	Logopenic progressive aphasia	Logopenic progressive aphasia	716380002	Logopenic progressive aphasia (disorder)	
1486	101330	Porphyria cutanea tarda	Porphyria cutanea tarda	61860000	Porphyria cutanea tarda (disorder)	
1487	293202	Epithelioid sarcoma	Epithelioid sarcoma	782827000	Epithelioid sarcoma (disorder)	
1488	165955	Wound myiasis	Wound myiasis	240880004	Wound myiasis (disorder)	
1489	300504	Onychocytic matricoma	Onychocytic matricoma	773641008	Onychocytic matricoma (disorder)	
1490	401996	Karyomegalic interstitial nephritis	Karyomegalic interstitial nephritis	782738008	Karyomegalic interstitial nephritis (disorder)	
1491	60	Alpha-1-antitrypsin deficiency	Alpha-1-antitrypsin deficiency	30188007	alpha-1-Antitrypsin deficiency (disorder)	
1492	1410	Uncombable hair syndrome	Uncombable hair syndrome	254230001	Uncombable hair syndrome (disorder)	
1493	363981	Charcot-Marie-Tooth disease type 4B3	Charcot-Marie-Tooth disease type 4B3	763345008	Charcot-Marie-Tooth disease type 4B3 (disorder)	
1494	254449	Atrophic lichen planus	Atrophic lichen planus	25858008	Atrophic lichen planus (disorder)	
1495	353298	Roifman syndrome	Roifman syndrome	773404000	Roifman syndrome (disorder)	
1496	99819	Familial gestational hyperthyroidism	Familial gestational hyperthyroidism	703309000	Familial gestational hyperthyroidism (disorder)	
1497	251282	Autosomal dominant spastic ataxia type 1	Autosomal dominant spastic ataxia type 1	784380009	Autosomal dominant spastic ataxia type 1 (disorder)	
1498	1653	Dentin dysplasia	Dentin dysplasia	109492001	Dentin dysplasia (disorder)	
1499	79444	Pseudohypoparathyroidism type 1C	Pseudohypoparathyroidism type 1C	717792007	Pseudohypoparathyroidism type 1C (disorder)	
1500	431166	Primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection	Primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection	783245001	Primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection (disorder)	
1501	280406	Familial steroid-resistant nephrotic syndrome with sensorineural deafness	Familial steroid-resistant nephrotic syndrome with sensorineural deafness	783614008	Familial steroid-resistant nephrotic syndrome with sensorineural deafness (disorder)	
1502	391397	Hereditary sensory and autonomic neuropathy type 7	Hereditary sensory and autonomic neuropathy type 7	783550006	Hereditary sensory and autonomic neuropathy type 7 (disorder)	
1503	98768	Spinocerebellar ataxia type 13	Spinocerebellar ataxia type 13	719209002	Spinocerebellar ataxia type 13 (disorder)	
1504	171700	Diffuse panbronchiolitis	Diffuse panbronchiolitis	430476004	Diffuse panbronchiolitis (disorder)	
1505	79314	L-2-hydroxyglutaric aciduria	L-2-hydroxyglutaric aciduria	237961001	L-2-hydroxyglutaric aciduria (disorder)	
1506	485	Kniest dysplasia	Kniest dysplasia	53974002	Kniest dysplasia (disorder)	
1507	778	Rett syndrome	Rett syndrome	192583003	Rett syndrome (disorder)	
1508	79086	Acquired generalized lipodystrophy	Acquired generalized lipodystrophy	86907008	Acquired generalized lipodystrophy (disorder)	
1509	94068	Spondyloepiphyseal dysplasia congenita	Spondyloepiphyseal dysplasia congenita	367530008	Spondyloepiphyseal dysplasia congenita (disorder)	
1510	100991	Autosomal dominant spastic paraplegia type 10	Autosomal dominant spastic paraplegia type 10	732948003	Autosomal dominant spastic paraplegia type 10 (disorder)	
1511	251612	Pilocytic astrocytoma	Pilocytic astrocytoma	763865009	Pilocytic astrocytoma (disorder)	
1512	737	Porokeratosis plantaris palmaris et disseminata	Porokeratosis plantaris palmaris et disseminata	718218005	Porokeratosis plantaris palmaris et disseminata (disorder)	
1513	166302	Benign partial epilepsy with secondarily generalized seizures in infancy	Benign partial epilepsy with secondarily generalized seizures in infancy	771141002	Benign partial epilepsy with secondarily generalized seizures in infancy (disorder)	
1514	171607	X-linked spastic paraplegia type 34	X-linked spastic paraplegia type 34	763370008	X-linked spastic paraplegia type 34 (disorder)	
1515	47159	Proximal renal tubular acidosis	Proximal renal tubular acidosis	24790002	Proximal renal tubular acidosis (disorder)	
1516	401953	Episodic ataxia with slurred speech	Episodic ataxia with slurred speech	773495009	Episodic ataxia with slurred speech (disorder)	
1517	91416	Isolated congenital alacrima	Isolated congenital alacrima	717262004	Isolated congenital alacrima (disorder)	
1518	51188	Ethylmalonic encephalopathy	Ethylmalonic encephalopathy	723307008	Ethylmalonic encephalopathy (disorder)	
1519	1000	Ocular albinism with late-onset sensorineural deafness	Ocular albinism with late-onset sensorineural deafness	722054007	Ocular albinism with late-onset sensorineural deafness (disorder)	
1520	1679	Diphtheria	Diphtheria	3739008	Diphtheria (disorder)	
1521	329284	Beta-propeller protein-associated neurodegeneration	Beta-propeller protein-associated neurodegeneration	732959007	Beta-propeller protein-associated neurodegeneration (disorder)	
1522	943	Malonic aciduria	Malonic aciduria	361203007	Malonic aciduria (disorder)	
1523	319465	Inherited acute myeloid leukemia	Inherited acute myeloid leukemia	764940002	Inherited acute myeloid leukemia (disorder)	
1524	83311	Rocky Mountain spotted fever	Rocky Mountain spotted fever	186772009	Rocky Mountain spotted fever (disorder)	
1525	370091	Oculocutaneous albinism type 5	Oculocutaneous albinism type 5	722057000	Oculocutaneous albinism type 5 (disorder)	
1526	251646	Anaplastic ependymoma	Anaplastic ependymoma	21589007	Ependymoma, anaplastic	
1527	424053	Mucinous cystadenocarcinoma of the pancreas	Mucinous cystadenocarcinoma of the pancreas	785879009	Mucinous cystadenocarcinoma of pancreas	
1528	293168	Infantile-onset ascending hereditary spastic paralysis	Infantile-onset ascending hereditary spastic paralysis	703543005	IAHSP - infantile onset ascending hereditary spastic paralysis	
1529	2698	Knuckle pads-leukonychia-sensorineural deafness-palmoplantar hyperkeratosis syndrome	Knuckle pads-leukonychia-sensorineural deafness-palmoplantar hyperkeratosis syndrome	1271009	Bart-Pumphrey syndrome	
1530	99828	Dengue fever	Dengue fever	409671005	Dengue shock syndrome	
1531	79333	COG7-CDG	COG7-CDG	717773005	COG7 (component of oligomeric golgi complex 7) congenital disorder of glycosylation	
1532	200421	Immunodeficiency with factor H anomaly	Immunodeficiency with factor H anomaly	234622003	Factor H deficiency	
1533	367	Glycogen storage disease due to glycogen branching enzyme deficiency	Glycogen storage disease due to glycogen branching enzyme deficiency	422348008	Andersen Tawil syndrome	
1534	163690	Hypotonia-cystinuria syndrome	Hypotonia-cystinuria syndrome	721173005	Hypotonia cystinuria syndrome	
1535	79323	MPDU1-CDG	MPDU1-CDG	724096007	Carbohydrate deficient glycoprotein syndrome type If	
1536	99027	Adult-onset autosomal dominant leukodystrophy	Adult-onset autosomal dominant leukodystrophy	448054001	Adult onset autosomal dominant leucodystrophy	
1537	99861	Precursor T-cell acute lymphoblastic leukemia	Precursor T-cell acute lymphoblastic leukemia	277575008	Acute T-cell lymphoblastic leukaemia	
1538	163	Hereditary hyperferritinemia-cataract syndrome	Hereditary hyperferritinemia-cataract syndrome	702398007	Bonneau-Beaumont syndrome	
1539	2045	FLOTCH syndrome	FLOTCH syndrome	774065001	FLOTCH syndrome	
1540	88639	Neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency	Neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency	124427009	Beta-hydroxyisobutyryl-coenzyme A deacylase deficiency	
1541	65	Leber congenital amaurosis	Leber congenital amaurosis	193413001	CRB - Congenital retinal blindness	
1542	538	Lymphangioleiomyomatosis	Lymphangioleiomyomatosis	73017001	Lymphangioleiomyomatosis	
1543	101084	Charcot-Marie-Tooth disease type 1D	Charcot-Marie-Tooth disease type 1D	719979008	Charcot-Marie-Tooth disease type 1D	
1544	275534	Myostatin-related muscle hypertrophy	Myostatin-related muscle hypertrophy	699185005	Muscle hypertrophy syndrome	
1545	52417	MALT lymphoma	MALT lymphoma	445269007	Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue	
1546	3466	WT limb-blood syndrome	WT limb-blood syndrome	719019000	WT limb blood syndrome	
1547	47612	Felty syndrome	Felty syndrome	57160007	Felty syndrome	
1548	1369	Congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome	Congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome	717812000	Congenital cataract, hypertrophic cardiomyopathy, mitochondrial myopathy syndrome	
1549	3052	X-linked intellectual disability-seizures-psoriasis syndrome	X-linked intellectual disability-seizures-psoriasis syndrome	719810000	Tranebjaerg Svejgaard syndrome	
1550	3198	Stiff person syndrome and related disorders	Stiff person syndrome and related disorders	5217008	Gamma neuron overactivity syndrome	
1551	99978	Klatskin tumor	Klatskin tumor	6492006	Klatskin tumor	
1552	621	Hereditary methemoglobinemia	Hereditary methemoglobinemia	267550008	Congenital methaemoglobinaemia	
1553	726	Alpers-Huttenlocher syndrome	Alpers-Huttenlocher syndrome	20415001	Alper's disease	
1554	494	Keratoderma hereditarium mutilans	Keratoderma hereditarium mutilans	24559001	Mutilating keratoderma	
1555	137820	Extrapelvic endometriosis	Extrapelvic endometriosis	396224008	Endometriosis	
1556	2843	Pentosuria	Pentosuria	190764000	Essential benign pentosuria	
1557	69077	Rhabdoid tumor	Rhabdoid tumor	83118000	Malignant rhabdoid tumor	
1558	79157	2-methylbutyryl-CoA dehydrogenase deficiency	2-methylbutyryl-CoA dehydrogenase deficiency	444838008	Deficiency of 2-methylbutyryl-CoA dehydrogenase	
1559	251931	Cerebellar liponeurocytoma	Cerebellar liponeurocytoma	716592003	Cerebellar liponeurocytoma	
1560	351	Galactosialidosis	Galactosialidosis	35691006	Combined deficiency of neuroaminidase and beta galactosidase	
1561	366	Glycogen storage disease due to glycogen debranching enzyme deficiency	Glycogen storage disease due to glycogen debranching enzyme deficiency	124472001	Deficiency of 6-alpha-D-glucosidase	
1562	3440	Waardenburg syndrome	Waardenburg syndrome	47434006	Waardenburg syndrome	
1563	1331	Familial prostate cancer	Familial prostate cancer	715412008	Familial malignant neoplasm of prostate	
1564	352540	Oncogenic osteomalacia	Oncogenic osteomalacia	392559009	Oncogenic osteomalacia	
1565	2348	Familial partial lipodystrophy, Dunnigan type	Familial partial lipodystrophy, Dunnigan type	715439000	Dunnigan syndrome	
1566	171866	Spondyloepimetaphyseal dysplasia, aggrecan type	Spondyloepimetaphyseal dysplasia, aggrecan type	719165004	Spondyloepimetaphyseal dysplasia aggrecan type	
1567	79105	Myxofibrosarcoma	Myxofibrosarcoma	6250003	Fibromyxosarcoma	
1568	641	Multifocal motor neuropathy	Multifocal motor neuropathy	230591002	MMN - Motor neuropathy with multiple conduction block	
1569	90795	Congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency	Congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency	124214007	11-beta-hydroxylase deficiency	
1570	243343	Dimethylglycine dehydrogenase deficiency	Dimethylglycine dehydrogenase deficiency	719449007	Deficiency of dimethylglycine dehydrogenase	
1571	221039	Hereditary sclerosing poikiloderma, Weary type	Hereditary sclerosing poikiloderma, Weary type	403774004	Hereditary sclerosing poikiloderma of Weary	
1572	101000	Autosomal recessive spastic paraplegia type 20	Autosomal recessive spastic paraplegia type 20	230264003	Troyer syndrome	
1573	213767	Squamous cell carcinoma of the cervix uteri	Squamous cell carcinoma of the cervix uteri	254886006	Squamous cell carcinoma of cervix	
1574	63999	IgG4-related mediastinitis	IgG4-related mediastinitis	7377003	Fibrosing mediastinitis	
1575	171695	Parkinsonian-pyramidal syndrome	Parkinsonian-pyramidal syndrome	783012006	Pallidopyramidal syndrome	
1576	35122	Congenital sucrase-isomaltase deficiency	Congenital sucrase-isomaltase deficiency	78373000	Congenital sucrose intolerance	
1577	90	Argininemia	Argininemia	23501004	ARGI deficiency	
1578	79411	Transient bullous dermolysis of the newborn	Transient bullous dermolysis of the newborn	723553000	Transient bullous dermolysis of newborn	
1579	227535	Hereditary breast cancer	Hereditary breast cancer	254843006	Familial cancer of breast	
1580	41	Dyschromatosis symmetrica hereditaria	Dyschromatosis symmetrica hereditaria	239085000	Acropigmentation of Dohi	
1581	51636	WHIM syndrome	WHIM syndrome	234571003	WHIM - Warts, hypogammaglobulinaemia, infections and myelokathexis	
1582	93314	Spondylometaphyseal dysplasia, Kozlowski type	Spondylometaphyseal dysplasia, Kozlowski type	111304003	Kozlowski spondylometaphyseal dysplasia	
1583	326	Congenital factor V deficiency	Congenital factor V deficiency	88776002	AC globulin deficiency	
1584	1115	Recessive aplasia cutis congenita of limbs	Recessive aplasia cutis congenita of limbs	723500009	Autosomal recessive aplasia cutis congenita of limb	
1585	158	Systemic primary carnitine deficiency	Systemic primary carnitine deficiency	21764004	Carnitine transporter deficiency	
1586	552	MODY	MODY	609561005	MODY - maturity onset diabetes of young	
1587	483	Congenital high-molecular-weight kininogen deficiency	Congenital high-molecular-weight kininogen deficiency	27312002	Fitzgerald factor deficiency	
1588	306674	Kufor-Rakeb syndrome	Kufor-Rakeb syndrome	723992000	Kufor Rakeb syndrome	
1589	43	X-linked adrenoleukodystrophy	X-linked adrenoleukodystrophy	65389002	ALD - adrenoleukodystrophy	
1590	3312	Thalidomide embryopathy	Thalidomide embryopathy	36193003	Congenital malformation due to thalidomide	
1591	111	Barth syndrome	Barth syndrome	297231002	3-Methylglutaconic aciduria type 2	
1592	93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	702350003	Dappled metaphysis syndrome	
1593	95702	Cytomegalic congenital adrenal hypoplasia	Cytomegalic congenital adrenal hypoplasia	237764004	Congenital adrenal hypoplasia, X-linked	
1594	172	Progressive familial intrahepatic cholestasis	Progressive familial intrahepatic cholestasis	74162007	Byler syndrome	
1595	54	X-linked recessive ocular albinism	X-linked recessive ocular albinism	78642008	Nettleship-Falls type ocular albinism	
1596	277	Severe combined immunodeficiency due to adenosine deaminase deficiency	Severe combined immunodeficiency due to adenosine deaminase deficiency	44940001	ADA - Adenosine aminohydrolase deficiency	
1597	137839	Lemierre syndrome	Lemierre syndrome	240444009	Fusobacterial necrotising tonsillitis	
1598	293381	Epithelial recurrent erosion dystrophy	Epithelial recurrent erosion dystrophy	715908008	Dystrophia Helsinglandica	
1599	86909	Myoclonic epilepsy of infancy	Myoclonic epilepsy of infancy	192990004	Benign myoclonic epilepsy in infancy	
1600	86815	Aplasia of lacrimal and salivary glands	Aplasia of lacrimal and salivary glands	715656004	Aplasia of lacrimal and salivary gland	
1601	252046	Meningeal melanocytoma	Meningeal melanocytoma	277527003	Melanocytoma of meninges	
1602	297	Tick-borne encephalitis	Tick-borne encephalitis	414093008	Encephalitis due to tick-borne encephalitis virus (navigational concept)	
1603	360	Glioblastoma	Glioblastoma	63634009	GBM - Glioblastoma multiforme	
1604	86884	Subcutaneous panniculitis-like T-cell lymphoma	Subcutaneous panniculitis-like T-cell lymphoma	103682005	Subcutaneous panniculitic T-cell lymphoma	
1605	584	Mucopolysaccharidosis type 7	Mucopolysaccharidosis type 7	43916004	Beta-glucuronidase deficiency	
1606	180261	Phyllodes tumor of the breast	Phyllodes tumor of the breast	71232009	Cystosarcoma phyllodes	
1607	98784	Autosomal dominant sleep-related hypermotor epilepsy	Autosomal dominant sleep-related hypermotor epilepsy	698021005	ADNFLE - Autosomal dominant nocturnal frontal lobe epilepsy	
1608	1159	Progressive pseudorheumatoid arthropathy of childhood	Progressive pseudorheumatoid arthropathy of childhood	254065005	Progressive pseudorheumatoid dysplasia	
1609	251663	Anaplastic oligoastrocytoma	Anaplastic oligoastrocytoma	253072003	Anaplastic oligoastrocytoma	
1610	98963	Granular corneal dystrophy type II	Granular corneal dystrophy type II	397568004	Avellino corneal dystrophy	
1611	269	Facioscapulohumeral dystrophy	Facioscapulohumeral dystrophy	399091004	FMD - Facioscapulohumeral muscular dystrophy	
1612	70573	Small cell lung cancer	Small cell lung cancer	254633006	Oat cell carcinoma of lung	
1613	740	Hutchinson-Gilford progeria syndrome	Hutchinson-Gilford progeria syndrome	238870004	Hutchinson-Gilford syndrome	
1614	65250	Perineural cyst	Perineural cyst	81634008	Nerve root cyst	
1615	2349	Muscular pseudohypertrophy-hypothyroidism syndrome	Muscular pseudohypertrophy-hypothyroidism syndrome	41505007	Debre-Semelaigne's syndrome	
1616	2298	Insulin-resistance syndrome type B	Insulin-resistance syndrome type B	237652003	Insulin resistance - type B	
1617	90348	Autosomal dominant cutis laxa	Autosomal dominant cutis laxa	111388003	Cutis laxa, autosomal dominant	
1618	75392	Periodontal Ehlers-Danlos syndrome	Periodontal Ehlers-Danlos syndrome	50869007	Ehlers-Danlos syndrome type 8	
1619	209959	Phacoanaphylactic uveitis	Phacoanaphylactic uveitis	32893002	Phacolytic glaucoma	
1620	454723	Endometrioid carcinoma of ovary	Endometrioid carcinoma of ovary	254852002	Endometrioid carcinoma ovary	
1621	263479	Fuchs heterochromic iridocyclitis	Fuchs heterochromic iridocyclitis	11226001	Fuchs uveitis syndrome	
1622	824	Primary myelofibrosis	Primary myelofibrosis	128843003	Agnogenic myeloid metaplasia	
1623	650	LCAT deficiency	LCAT deficiency	49227001	Familial lecithin-cholesterol acyltransferase deficiency	
1624	897	Waardenburg-Shah syndrome	Waardenburg-Shah syndrome	715952000	Shah Waardenburg syndrome	
1625	2612	Linear nevus sebaceus syndrome	Linear nevus sebaceus syndrome	707136009	Naevus sebaceous	
1626	2255	Pancreatic hypoplasia-diabetes-congenital heart disease syndrome	Pancreatic hypoplasia-diabetes-congenital heart disease syndrome	722206009	Pancreatic hypoplasia, diabetes mellitus, congenital heart disease syndrome	
1627	911	Combined immunodeficiency due to ZAP70 deficiency	Combined immunodeficiency due to ZAP70 deficiency	716716001	Deficiency of Zeta-chain associated protein kinase 70	
1628	85448	AGel amyloidosis	AGel amyloidosis	783160006	AGel amyloidosis	
1629	248111	Juvenile Huntington disease	Juvenile Huntington disease	230299004	Juvenile onset Huntington disease	
1630	370924	STT3B-CDG	STT3B-CDG	733112007	Carbohydrate deficient glycoprotein syndrome type Ix	
1631	129	Pseudopelade of Brocq	Pseudopelade of Brocq	400088006	Alopecia cicatrisata	
1632	228285	Acquired cutis laxa	Acquired cutis laxa	19726003	Acquired cutis laxa	
1633	123	Björnstad syndrome	Björnstad syndrome	67817003	Bjornstad's syndrome	
1634	330015	Lead poisoning	Lead poisoning	38342005	Lead - toxic effect	
1635	70472	Congenital lactic acidosis, Saguenay-Lac-Saint-Jean type	Congenital lactic acidosis, Saguenay-Lac-Saint-Jean type	718219002	Congenital lactic acidosis Saguenay-Lac-Saint-Jean type	
1636	281122	Self-improving collodion baby	Self-improving collodion baby	718632004	Self-healing collodion baby	
1637	79443	Pseudohypoparathyroidism type 1A	Pseudohypoparathyroidism type 1A	58833000	Albright hereditary osteodystrophy	
1638	75564	Acquired idiopathic sideroblastic anemia	Acquired idiopathic sideroblastic anemia	128846006	RARS	
1639	97	Familial paroxysmal ataxia	Familial paroxysmal ataxia	420932006	Episodic ataxia type 2	
1640	1217	Spinal atrophy-ophthalmoplegia-pyramidal syndrome	Spinal atrophy-ophthalmoplegia-pyramidal syndrome	771238004	Hamano Tsukamoto syndrome	
1641	79140	Cutaneous neuroendocrine carcinoma	Cutaneous neuroendocrine carcinoma	254729005	Apudoma of skin	
1642	1947	Progressive epilepsy-intellectual disability syndrome, Finnish type	Progressive epilepsy-intellectual disability syndrome, Finnish type	703526007	Neuronal ceroid lipofuscinosis 8	
1643	137898	Leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome	Leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome	703537008	LBSL - Leukoencephalopathy with brainstem and spinal cord involvement with lactate elevation	
1644	628	Diastrophic dwarfism	Diastrophic dwarfism	58561002	DD - Diastrophic dysplasia	
1645	98972	Central cloudy dystrophy of François	Central cloudy dystrophy of François	419074008	Central cloudy dystrophy of Francois	
1646	99860	Precursor B-cell acute lymphoblastic leukemia	Precursor B-cell acute lymphoblastic leukemia	277571004	B-cell acute lymphoblastic leukemia	
1647	86818	Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome	Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome	720982007	AMME complex	
1648	59	Allan-Herndon-Dudley syndrome	Allan-Herndon-Dudley syndrome	702327009	Allan-Herndon syndrome	
1649	90120	Hereditary motor and sensory neuropathy type 6	Hereditary motor and sensory neuropathy type 6	128203003	HMSN VI	
1650	93356	Spondyloepimetaphyseal dysplasia, Missouri type	Spondyloepimetaphyseal dysplasia, Missouri type	719171005	Spondyloepimetaphyseal dysplasia Missouri type	
1651	91349	Non-functioning pituitary adenoma	Non-functioning pituitary adenoma	254962005	Functionless pituitary adenoma	
1652	2056	Essential fructosuria	Essential fructosuria	40278002	Benign fructosaemia	
1653	355	Gaucher disease	Gaucher disease	62201009	Adult Gaucher disease	
1654	36386	Hereditary sensory and autonomic neuropathy type 1	Hereditary sensory and autonomic neuropathy type 1	397734008	Acrodystrophic neuropathy	
1655	579	Mucopolysaccharidosis type 1	Mucopolysaccharidosis type 1	75610003	Alpha-L-iduronidase deficiency	
1656	91500	Tubulointerstitial nephritis and uveitis syndrome	Tubulointerstitial nephritis and uveitis syndrome	418839003	TINU - Tubulointerstitial nephritis with uveitis syndrome	
1657	79394	Congenital non-bullous ichthyosiform erythroderma	Congenital non-bullous ichthyosiform erythroderma	205550003	Collodion baby	
1658	254905	Isolated cytochrome C oxidase deficiency	Isolated cytochrome C oxidase deficiency	67434000	COX - Cytochrome C oxidase deficiency	
1659	1416	Familial calcium pyrophosphate deposition	Familial calcium pyrophosphate deposition	239832006	CPDD - Calcium pyrophosphate deposition disease	
1660	363665	Acroosteolysis-keloid-like lesions-premature aging syndrome	Acroosteolysis-keloid-like lesions-premature aging syndrome	776417008	Acroosteolysis, keloid-like lesions, premature ageing syndrome	
1661	98904	Congenital myopathy with excess of thin filaments	Congenital myopathy with excess of thin filaments	702349003	Actin accumulation myopathy	
1662	77293	Niemann-Pick disease type B	Niemann-Pick disease type B	39390005	Niemann-Pick disease non-neuropathic type	
1663	50839	Cat-scratch disease	Cat-scratch disease	79974007	Benign inoculation lymphoreticulosis	
1664	581	Mucopolysaccharidosis type 3	Mucopolysaccharidosis type 3	88393000	Mucopolysaccharidosis type III	
1665	141179	Non-involuting congenital hemangioma	Non-involuting congenital hemangioma	399973007	NICH - non-involuting congenital haemangioma	
1666	65282	Carvajal syndrome	Carvajal syndrome	719835006	Carvajal syndrome	
1667	164736	Familial advanced sleep-phase syndrome	Familial advanced sleep-phase syndrome	715829003	Familial advanced sleep phase syndrome	
1668	280914	Idiopathic anterior uveitis	Idiopathic anterior uveitis	231947004	Anterior uveitis idiopathic	
1669	238455	Infantile dystonia-parkinsonism	Infantile dystonia-parkinsonism	722763000	Dopamine transporter deficiency syndrome	
1670	375	Anti-glomerular basement membrane disease	Anti-glomerular basement membrane disease	236506009	Anti GBM - Antiglomerular basement membrane disease	
1671	370348	Peripheral primitive neuroectodermal tumor	Peripheral primitive neuroectodermal tumor	703707001	Ewing sarcoma / PNET	
1672	99827	Crimean-Congo hemorrhagic fever	Crimean-Congo hemorrhagic fever	43489008	CCHF - Crimean-Congo haemorrhagic fever	
1673	520	Acute promyelocytic leukemia	Acute promyelocytic leukemia	110004001	APL - Acute promyelocytic leukaemia	
1674	813	Silver-Russell syndrome	Silver-Russell syndrome	15069006	Russell's syndrome	
1675	100070	Progressive non-fluent aphasia	Progressive non-fluent aphasia	716281000	Primary progressive non fluent aphasia	
1676	59303	Neonatal ichthyosis-sclerosing cholangitis syndrome	Neonatal ichthyosis-sclerosing cholangitis syndrome	724278007	Ichthyosis, hypotrichosis, sclerosing cholangitis syndrome	
1677	662	Yellow nail syndrome	Yellow nail syndrome	400211001	Hereditary lymphedema and yellow nails	
1678	86903	Dendritic cell sarcoma not otherwise specified	Dendritic cell sarcoma not otherwise specified	397355008	Dendritic cell sarcoma, no ICD-O subtype	
1679	48818	Aceruloplasminemia	Aceruloplasminemia	124224004	Deficiency of caeruloplasmin	
1680	2201	Palmoplantar keratoderma-spastic paralysis syndrome	Palmoplantar keratoderma-spastic paralysis syndrome	785725008	Palmoplantar keratoderma, spastic paralysis syndrome	
1681	88620	Isolated congenital anosmia	Isolated congenital anosmia	230502003	Congenital anosmia	
1682	96253	Cushing disease	Cushing disease	47270006	Cushing's syndrome	
1683	99977	Squamous cell carcinoma of the esophagus	Squamous cell carcinoma of the esophagus	276804009	SCC - Squamous cell carcinoma of esophagus	
1684	306	Benign familial infantile epilepsy	Benign familial infantile epilepsy	230410004	BFNC - Benign familial neonatal convulsions	
1685	319218	Ebola hemorrhagic fever	Ebola hemorrhagic fever	37109004	EVD - Ebola virus disease	
1686	50	Aicardi syndrome	Aicardi syndrome	80651009	AIC - Aicardi syndrome	
